# Based on IANA (Ver: tzdata2018g)
# I18NOK:FileNotLocalizable
#
# sas_saving.txt
# saving;from;to;dstmode;dstmonth;dstday;dstDOW;dstseconds;dsttimeType;dstoffset;dstletter;mode;month;day;DOW;seconds;timeType;letter

US;1942;1942;1;2;9;-1;7200;0;3600;W;0;0;0;0;0;0;$
US;1918;1919;2;3;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Uruguay;2015;2015;0;0;0;0;0;0;0;$;3;3;8;1;7200;0;$
Uruguay;2006;2014;3;10;1;1;7200;0;3600;$;3;3;8;1;7200;0;$
Uruguay;2005;2005;1;10;9;-1;7200;0;3600;$;1;3;27;-1;7200;0;$
Uruguay;2004;2004;1;9;19;-1;0;0;3600;$;0;0;0;0;0;0;$
Uruguay;1993;1993;0;0;0;0;0;0;0;$;1;2;28;-1;0;0;$
Uruguay;1992;1992;1;10;18;-1;0;0;3600;$;3;3;1;1;0;0;$
Uruguay;1991;1991;3;10;21;1;0;0;3600;$;3;3;1;1;0;0;$
Uruguay;1990;1990;3;10;21;1;0;0;3600;$;1;2;25;-1;0;0;$
Uruguay;1989;1989;1;10;29;-1;0;0;3600;$;1;3;5;-1;0;0;$
Uruguay;1988;1988;1;12;11;-1;0;0;3600;$;1;2;28;-1;0;0;$
Uruguay;1987;1987;1;12;14;-1;0;0;3600;$;0;0;0;0;0;0;$
Uruguay;1980;1980;0;0;0;0;0;0;0;$;1;3;16;-1;0;0;$
Uruguay;1979;1979;1;4;29;-1;0;0;3600;$;3;3;1;1;0;0;$
Uruguay;1978;1978;1;12;17;-1;0;0;3600;$;3;3;1;1;0;0;$
Uruguay;1977;1977;1;12;4;-1;0;0;3600;$;1;3;6;-1;0;0;$
Uruguay;1976;1976;1;12;19;-1;0;0;3600;$;0;0;0;0;0;0;$
Uruguay;1975;1975;0;0;0;0;0;0;0;$;1;3;30;-1;0;0;$
Uruguay;1974;1974;1;12;22;-1;0;0;3600;$;0;0;0;0;0;0;$
Uruguay;1974;1974;1;3;10;-1;0;0;1800;$;1;9;1;-1;0;0;$
Uruguay;1974;1974;1;1;13;-1;0;0;5400;$;0;0;0;0;0;0;$
Uruguay;1972;1972;1;4;23;-1;0;0;3600;$;1;7;16;-1;0;0;$
Uruguay;1970;1970;1;4;25;-1;0;0;3600;$;1;6;14;-1;0;0;$
Uruguay;1968;1968;1;5;27;-1;0;0;1800;$;1;12;1;-1;0;0;$
Uruguay;1965;1965;1;4;4;-1;0;0;3600;$;1;9;26;-1;0;0;$
Uruguay;1960;1960;1;1;17;-1;0;0;3600;$;1;3;6;-1;0;0;$
Uruguay;1959;1959;1;5;24;-1;0;0;1800;$;1;11;15;-1;0;0;$
Uruguay;1943;1943;0;0;0;0;0;0;0;$;1;3;14;-1;0;0;$
Uruguay;1942;1942;1;12;14;-1;0;0;1800;$;0;0;0;0;0;0;$
Uruguay;1941;1941;1;8;1;-1;0;0;1800;$;2;3;-1;7;86400;0;$
Uruguay;1940;1940;1;10;27;-1;0;0;1800;$;2;3;-1;7;86400;0;$
Uruguay;1939;1939;1;10;1;-1;0;0;1800;$;2;3;-1;7;86400;0;$
Uruguay;1934;1938;2;10;-1;1;0;0;1800;$;2;3;-1;7;86400;0;$
Uruguay;1933;1933;2;10;-1;1;0;0;1800;$;0;0;0;0;0;0;$
Uruguay;1926;1926;0;0;0;0;0;0;0;$;1;4;1;-1;0;0;$
Uruguay;1924;1925;1;10;1;-1;0;0;1800;$;1;4;1;-1;0;0;$
Uruguay;1923;1923;1;10;1;-1;0;0;1800;$;0;0;0;0;0;0;$
Vanc;1987;2006;0;0;0;0;0;0;0;$;2;10;-1;1;7200;0;S
Vanc;1962;1986;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Vanc;1947;1961;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Vanc;1946;1946;2;4;-1;1;7200;0;3600;D;1;10;13;-1;7200;0;S
Vanc;1945;1945;1;8;14;-1;82800;1;3600;P;1;9;30;-1;7200;0;S
Vanc;1942;1942;1;2;9;-1;7200;0;3600;W;0;0;0;0;0;0;$
Vanc;1918;1918;1;4;14;-1;7200;0;3600;D;1;10;27;-1;7200;0;S
Vanuatu;1993;1993;0;0;0;0;0;0;0;$;3;1;23;1;0;0;$
Vanuatu;1992;1992;3;10;23;1;0;0;3600;$;3;1;23;1;0;0;$
Vanuatu;1985;1991;3;9;23;1;0;0;3600;$;3;3;23;1;0;0;$
Vanuatu;1984;1984;1;10;23;-1;0;0;3600;$;3;3;23;1;0;0;$
Vanuatu;1983;1983;1;9;25;-1;0;0;3600;$;0;0;0;0;0;0;$
Vincennes;1962;1963;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Vincennes;1961;1961;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Vincennes;1960;1960;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Vincennes;1956;1959;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Vincennes;1955;1955;1;5;1;-1;0;0;3600;D;2;9;-1;1;7200;0;S
Vincennes;1953;1954;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Vincennes;1946;1946;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
W-Eur;1996;3999;2;3;-1;1;3600;2;3600;S;2;10;-1;1;3600;2;$
W-Eur;1981;1995;2;3;-1;1;3600;2;3600;S;2;9;-1;1;3600;2;$
W-Eur;1979;1980;3;4;1;1;3600;2;3600;S;2;9;-1;1;3600;2;$
W-Eur;1978;1978;3;4;1;1;3600;2;3600;S;1;10;1;-1;3600;2;$
W-Eur;1977;1977;3;4;1;1;3600;2;3600;S;2;9;-1;1;3600;2;$
WS;2012;3999;2;9;-1;1;10800;0;3600;$;3;4;1;1;14400;0;$
WS;2011;2011;2;9;-1;7;10800;0;3600;$;3;4;1;7;14400;0;$
WS;2010;2010;2;9;-1;1;0;0;3600;$;0;0;0;0;0;0;$
Winn;1987;2005;3;4;1;1;7200;2;3600;D;2;10;-1;1;7200;2;S
Winn;1966;1986;2;4;-1;1;7200;2;3600;D;2;10;-1;1;7200;2;S
Winn;1963;1963;2;4;-1;1;7200;0;3600;D;1;9;22;-1;7200;0;S
Winn;1960;1960;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Winn;1959;1959;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Winn;1951;1958;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Winn;1950;1950;1;5;1;-1;7200;0;3600;D;1;9;30;-1;7200;0;S
Winn;1947;1949;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Winn;1946;1946;1;5;12;-1;7200;0;3600;D;1;10;13;-1;7200;0;S
Winn;1945;1945;1;8;14;-1;82800;1;3600;P;2;9;-1;1;7200;0;S
Winn;1942;1942;1;2;9;-1;7200;0;3600;W;0;0;0;0;0;0;$
Winn;1937;1937;1;5;16;-1;7200;0;3600;D;1;9;26;-1;7200;0;S
Winn;1918;1918;1;4;14;-1;7200;0;3600;D;1;10;27;-1;7200;0;S
Winn;1916;1916;1;4;23;-1;0;0;3600;D;1;9;17;-1;0;0;S
Zion;2013;3999;3;3;23;6;7200;0;3600;D;2;10;-1;1;7200;0;S
Zion;2012;2012;3;3;26;6;7200;0;3600;D;1;9;23;-1;7200;0;S
Zion;2011;2011;1;4;1;-1;7200;0;3600;D;1;10;2;-1;7200;0;S
Zion;2010;2010;3;3;26;6;7200;0;3600;D;1;9;12;-1;7200;0;S
Zion;2009;2009;3;3;26;6;7200;0;3600;D;1;9;27;-1;7200;0;S
Zion;2008;2008;3;3;26;6;7200;0;3600;D;1;10;5;-1;7200;0;S
Zion;2007;2007;3;3;26;6;7200;0;3600;D;1;9;16;-1;7200;0;S
Zion;2006;2006;3;3;26;6;7200;0;3600;D;1;10;1;-1;7200;0;S
Zion;2005;2005;1;4;1;-1;7200;0;3600;D;1;10;9;-1;7200;0;S
Zion;2004;2004;1;4;7;-1;3600;0;3600;D;1;9;22;-1;3600;0;S
Zion;2003;2003;1;3;28;-1;3600;0;3600;D;1;10;3;-1;3600;0;S
Zion;2002;2002;1;3;29;-1;3600;0;3600;D;1;10;7;-1;3600;0;S
Zion;2001;2001;1;4;9;-1;3600;0;3600;D;1;9;24;-1;3600;0;S
Zion;2000;2000;1;4;14;-1;7200;0;3600;D;1;10;6;-1;3600;0;S
Zion;1999;1999;1;4;2;-1;7200;0;3600;D;1;9;3;-1;7200;0;S
Zion;1998;1998;1;3;20;-1;0;0;3600;D;1;9;6;-1;0;0;S
Zion;1997;1997;1;3;21;-1;0;0;3600;D;1;9;14;-1;0;0;S
Zion;1996;1996;1;3;15;-1;0;0;3600;D;1;9;16;-1;0;0;S
Zion;1995;1995;1;3;31;-1;0;0;3600;D;1;9;3;-1;0;0;S
Zion;1994;1994;1;4;1;-1;0;0;3600;D;1;8;28;-1;0;0;S
Zion;1993;1993;1;4;2;-1;0;0;3600;D;1;9;5;-1;0;0;S
Zion;1992;1992;1;3;29;-1;0;0;3600;D;1;9;6;-1;0;0;S
Zion;1991;1991;1;3;24;-1;0;0;3600;D;1;9;1;-1;0;0;S
Zion;1990;1990;1;3;25;-1;0;0;3600;D;1;8;26;-1;0;0;S
Zion;1989;1989;1;4;30;-1;0;0;3600;D;1;9;3;-1;0;0;S
Zion;1988;1988;1;4;10;-1;0;0;3600;D;1;9;4;-1;0;0;S
Zion;1987;1987;1;4;15;-1;0;0;3600;D;1;9;13;-1;0;0;S
Zion;1986;1986;1;5;18;-1;0;0;3600;D;1;9;7;-1;0;0;S
Zion;1985;1985;1;4;14;-1;0;0;3600;D;1;9;15;-1;0;0;S
Zion;1975;1975;1;4;20;-1;0;0;3600;D;1;8;31;-1;0;0;S
Zion;1974;1974;1;7;7;-1;0;0;3600;D;1;10;13;-1;0;0;S
Zion;1957;1957;1;4;29;-1;7200;0;3600;D;1;9;22;-1;0;0;S
Zion;1956;1956;1;6;3;-1;0;0;3600;D;1;9;30;-1;10800;0;S
Zion;1955;1955;1;6;11;-1;7200;0;3600;D;1;9;11;-1;0;0;S
Zion;1954;1954;1;6;13;-1;0;0;3600;D;1;9;12;-1;0;0;S
Zion;1953;1953;1;4;12;-1;7200;0;3600;D;1;9;13;-1;10800;0;S
Zion;1952;1952;1;4;20;-1;7200;0;3600;D;1;10;19;-1;10800;0;S
Zion;1951;1951;1;4;1;-1;0;0;3600;D;1;11;11;-1;10800;0;S
Zion;1950;1950;1;4;16;-1;0;0;3600;D;1;9;15;-1;10800;0;S
Zion;1949;1949;1;5;1;-1;0;0;3600;D;1;11;1;-1;7200;0;S
Zion;1948;1948;1;9;1;-1;0;0;3600;D;1;11;1;-1;7200;0;S
Zion;1948;1948;1;5;23;-1;0;0;7200;DD;0;0;0;0;0;0;$
Zion;1946;1946;1;4;16;-1;7200;0;3600;D;1;11;1;-1;0;0;S
Zion;1945;1945;1;4;16;-1;0;0;3600;D;1;11;1;-1;7200;0;S
Zion;1944;1944;0;0;0;0;0;0;0;$;1;11;1;-1;0;0;S
Zion;1944;1944;1;4;1;-1;0;0;3600;D;0;0;0;0;0;0;$
Zion;1943;1943;1;4;1;-1;7200;0;3600;D;1;11;1;-1;0;0;S
Zion;1942;1942;0;0;0;0;0;0;0;$;1;11;1;-1;0;0;S
Zion;1940;1940;1;6;1;-1;0;0;3600;D;0;0;0;0;0;0;$
